Year,Month,Sydney,Blue Mountains,Capital Country,Central Coast,Central NSW,Hunter,New England North West,North Coast NSW,Outback NSW,Riverina,Snowy Mountains,South Coast,The Murray,Melbourne,Ballarat,Bendigo Loddon,Central Highlands,Central Murray,Geelong,Gippsland,Goulburn,High Country,Lakes,Macedon,Mallee,Melbourne East,Murray East,Peninsula,Phillip Island,Spa Country,Upper Yarra,Western,Western Grampians,Wimmera,Brisbane,Bundaberg,Central Queensland,Darling Downs,Fraser Coast,Gold Coast,Mackay,Northern,Outback,Sunshine Coast,Tropical North Queensland,Whitsundays,Adelaide,Adelaide Hills,Barossa,Clare Valley,Eyre Peninsula,Fleurieu Peninsula,Limestone Coast,Murraylands,Riverland,Yorke Peninsula,Flinders Ranges and Outback,Kangaroo Island,Experience Perth,Australia's Golden Outback,Australia's North West,Australia's South West,Australia's Coral Coast,Hobart and the South,East Coast,"Launceston, Tamar and the North",North West,Wilderness West,Darwin,Barkly,Alice Springs,Kakadu Arnhem,Katherine Daly,Lasseter,MacDonnell,Canberra
1998,November,2081.023084,196.4895587,167.170139,202.7467583,852.0156378,574.4640992,293.3177769,1052.795266,179.5874861,231.0146662,138.2807859,895.0157594,320.9585203,1734.77051,108.1900694,116.4449185,96.6124879,90.1257449,195.4780106,250.1010665,91.2743026,213.357488,88.168063,35.4252146,184.7361349,57.3797098,27.0012845,225.2194557,126.0712438,32.4107404,25.0922189,334.4930955,111.7237856,22.8604203,976.9960162,111.3381536,202.0915349,276.6658941,181.5529405,1362.425788,256.4883684,193.8538869,136.95576,809.3563945,402.0932325,115.927923,577.919133,58.7026936,87.3575892,41.2427053,162.0394969,111.668797,99.5278488,75.7382347,83.3529596,156.3149333,304.3265887,0,782.5572808,530.4578499,641.3006114,528.1654352,317.1609951,260.3688188,91.2822358,232.2777903,67.266528,23.3215288,160.5116986,64.4005691,34.4875256,113.333837,52.9057793,29.4175368,11.11006,424.3889058
1998,December,2111.841947,82.1000088,117.6861322,350.5143835,380.4272823,494.1274611,220.6989385,1412.429209,50.4598499,131.6935719,147.1709948,963.8954162,258.3309615,1780.327541,32.1507403,114.5727355,74.8454381,297.0729102,122.7772355,212.5148843,153.5601431,193.61018,132.9159197,37.9958222,162.0761027,19.975691,7.1705191,209.9920908,202.5502401,34.4609512,37.3579131,487.8243976,45.9586139,45.9721813,954.716312,178.7996788,321.4962498,376.8944251,313.5512183,995.6429344,80.2030588,94.1124417,54.9463218,751.2547137,468.9042666,56.5423992,494.4459664,3.1512492,15.4219099,26.5530675,96.8461771,134.3227094,120.7815696,46.0913801,35.7135269,121.9211521,162.7928748,16.011262,845.6636017,254.408277,138.5553143,598.7944216,372.4160946,239.6806393,100.9439003,146.2220399,190.3469969,47.9359493,61.5080305,19.2922682,1.8746428,37.0751036,8.9906695,0,41.3258054,487.4330206
1999,January,3263.523915,450.0782426,405.5139745,768.9197661,596.0696283,1333.092128,734.4028053,4333.665528,77.0998073,498.3905089,348.3249375,3366.770826,532.9609366,2647.417997,125.8439407,269.0229897,245.7575548,329.5934366,791.8854437,708.3681404,168.3645573,531.8253695,470.2104468,77.5314359,259.1419761,39.9159039,20.4568146,1819.044424,605.2022044,55.3915806,126.6575134,1777.962713,79.7597296,54.9982991,2504.454719,305.3676638,332.2103112,606.9754974,677.5448568,2330.850079,333.029256,602.065834,290.6325547,2203.774553,684.5582606,169.2821343,1094.600533,12.2575837,30.8949469,8.7707678,212.5569511,414.3719054,312.9218736,123.5804484,211.7485494,283.6562144,232.3440236,42.7724744,1437.770322,166.8720981,265.8212939,1290.770352,348.6372131,756.7807511,291.117463,236.147031,242.9540435,133.8086069,213.6929895,6.0270946,96.8599963,33.6047852,40.3668315,12.5797102,43.1020205,600.9175759
1999,February,1440.322033,143.0367887,182.9466038,369.0561219,269.1841859,545.1236598,185.5980815,1333.993942,232.8496687,113.3702043,212.4167404,816.0100808,185.7559036,1554.423175,89.7189617,114.8562533,65.5994853,194.8637966,213.5613975,137.7042906,42.6781654,139.066222,84.2951319,36.2084993,115.4498915,25.8763628,42.3236494,406.1304858,301.3775034,54.1682348,11.0644419,257.5987475,45.1916213,36.2522788,1407.372653,123.3651174,306.6037296,272.8553811,112.8435849,1086.289429,66.6781256,158.3026092,44.644376,475.3431998,189.1371816,184.8244909,621.8265746,7.2491958,33.7033881,19.907191,158.4581148,201.0987841,118.9770572,20.6051077,45.3249738,59.3735091,32.9465932,9.3013198,941.8357772,72.9822767,91.2918085,442.7838278,178.1020745,372.3087262,131.9843858,197.6883858,154.0166536,14.2866076,33.8519924,0,43.9089007,4.0611085,33.3747889,0.5807988,0,398.0432861
1999,March,1897.834334,185.1834894,228.4107907,217.2666443,374.7609842,460.7735032,479.1994769,1487.252575,63.2967414,149.1220117,129.1578821,670.8997728,237.9149341,1347.80439,80.3752587,100.2109926,64.7486296,139.2749285,266.7335218,214.0459492,89.4732236,218.9693555,211.8352161,18.7872832,143.725884,15.3616493,51.5029725,140.4207184,163.8900098,28.6976478,131.5128647,349.4968475,95.0640248,13.4715285,768.357022,50.1588468,139.8222554,191.9969437,199.3519895,1070.675634,56.722271,112.9618935,75.3105016,824.8242404,243.5625612,138.5075745,481.2311244,6.616474,5.4927676,32.2429059,141.7834738,87.0236606,91.0879072,29.7909322,88.4409585,112.2525363,117.8202105,2.0481706,1139.958275,158.3285344,117.1475784,639.5122323,205.280212,306.9053773,61.2083368,253.1019638,111.4110434,56.1989213,157.5181561,32.5664894,91.4884071,8.1811893,15.5016511,27.5682382,24.3997214,438.5425689
1999,April,2353.490419,191.6660445,291.3339107,232.0011978,377.2011502,787.5041168,363.1429129,1568.35208,285.5111624,318.3949454,233.3100625,1320.869135,372.2413949,1377.076683,126.3901137,156.825716,204.7891588,136.2552884,95.9524516,276.5113626,80.6893672,399.1865156,298.3150783,21.6120702,186.059612,112.6157196,19.3267301,245.5014402,256.1058359,40.9797682,70.1879122,448.2868423,49.4263731,25.7251706,1516.790374,143.6747697,470.1074026,381.2742711,152.9640099,1377.833487,130.3266447,820.4589875,198.3859541,679.9864107,565.5023522,257.9246336,781.8938342,10.9477415,46.5383758,31.0080759,160.132783,208.2858498,116.6351334,57.1030249,121.5981038,183.244763,199.3771453,51.1717006,1666.22419,95.5493157,171.8633674,624.4134584,379.2371669,331.0075251,69.5625827,120.1203787,112.2966698,17.5290512,100.5265524,8.1128073,60.7381667,28.0947193,47.5347037,14.2725107,11.7758282,517.9520577
1999,May,1837.134716,148.0889252,63.8281826,241.7861558,342.8227285,590.9269812,211.7470903,982.436522,340.8519399,175.8259402,57.6146224,800.8984837,195.6675306,1275.162172,92.4962011,124.1971647,60.9499939,162.3291081,166.2754715,138.0914461,86.9753483,273.3887608,86.275607,32.7158349,145.1466714,59.5876286,24.2207443,103.6200378,104.0566223,58.4551105,77.9605646,594.1245731,63.1205357,30.5767106,1281.617508,190.9011913,204.9650095,320.4183369,136.3335413,1147.876033,269.9797892,208.6918396,268.1038826,681.6983644,470.5223605,49.5224549,655.4590205,21.5078786,23.3444048,24.0203127,171.1885464,126.9075278,137.6402506,74.9308101,88.0870302,88.9737536,149.2873559,24.2136484,714.986278,216.5606493,250.4128513,395.6684025,428.6079896,165.5355403,67.1576762,184.3757948,64.5349012,28.3026708,188.6038693,4.6674001,67.3101377,108.5059122,75.6977413,91.4390964,9.081387,436.4238039
1999,June,1483.48087,269.3484279,161.3478994,394.3499045,381.95783,454.9272874,343.5868944,1017.054402,139.3588326,80.2145525,265.1182496,638.0754843,213.5917472,1356.585394,75.2630365,68.9912135,64.5445477,87.1117772,136.3890705,244.3342458,62.9254717,262.3540787,70.8867342,22.7193563,291.0969102,17.0983581,10.304671,235.7402057,73.3244977,49.4456457,84.1716915,286.4523656,50.4326381,1.7512508,1255.936964,147.5288688,324.3613861,442.7362677,148.5344545,771.1526384,176.5099382,265.013435,130.7007794,870.0733105,638.1628131,102.0315928,576.5369986,16.1837062,65.006207,20.9574318,74.4933478,123.5781125,70.3678533,86.9901855,73.0318577,129.4497693,70.4890016,6.5192192,779.2192139,283.9081965,366.2109558,399.3299566,392.7887342,306.8988611,60.208996,92.194201,165.8398233,19.5550639,236.514802,105.7897974,97.0911001,86.5124205,163.0417379,38.1597657,9.5760439,363.2650774
1999,July,1917.283146,218.029963,178.1614632,245.1429621,803.0154425,467.8243567,420.7648101,1429.536963,162.3887391,120.5798924,271.7748042,1014.260687,141.7276077,1702.959283,41.7858273,82.9265777,65.7673493,143.3134394,195.734826,103.7051382,123.3236712,394.7694148,94.2493545,39.222875,142.6930895,23.4960697,5.6878071,143.628647,129.492934,12.762975,31.5454932,168.7491713,66.4437156,29.4367546,1344.378175,76.0379985,165.2068276,592.0245869,128.4430113,937.1942668,473.6252881,416.5938742,249.4853571,982.7974221,666.0136721,351.9220227,847.4620661,44.9391412,5.0308368,36.4599131,84.8424173,169.4830302,76.5087178,47.5744763,91.3304361,94.789212,327.5697372,0,1042.672038,253.3206012,547.9975809,548.5305977,381.3285714,295.9717781,21.8701691,255.0351601,18.9301129,16.0933652,367.9643355,23.9417414,134.375639,111.0976362,77.5440415,88.9454672,16.337809,837.6690203
1999,August,2004.068097,158.0025376,112.3750828,143.7157721,301.8167212,529.9413812,319.6595282,1266.811891,118.2945903,193.859135,491.2661878,525.8392749,123.6639386,1140.712043,61.0169684,120.2091494,60.5466809,180.5909838,160.6159171,203.9693136,53.4939786,310.3296625,77.8416071,70.8878661,200.8471477,51.3749741,195.5698476,139.9502349,73.6493856,15.4377451,60.8054812,178.3442913,25.646898,17.7009097,1262.600649,122.7038811,446.1078059,462.5430534,369.3987573,1758.784796,215.2839222,959.6072716,276.1945013,901.5258528,965.9402451,155.8155352,380.9342802,4.2770032,49.2527236,26.9826607,132.0899224,129.2946323,44.4108133,11.8708391,89.8705605,28.671998,200.5191675,0,691.3819019,379.9070072,776.081956,355.4249333,289.1644888,211.1908292,47.2508689,80.8791784,71.1829495,1.8176651,462.7596474,20.435027,131.117184,84.553358,151.7808864,31.5927482,57.9592002,314.9724786
1999,September,1793.308904,113.8726385,132.0848305,226.8451972,448.0539286,477.8301088,276.1858019,1370.681123,286.0353929,202.6625545,647.1207294,501.7266629,277.9972555,1142.081639,82.5490946,114.5799037,110.514766,306.9526105,67.594533,108.9574534,45.642318,248.5465452,78.3026294,36.1380805,229.7350506,166.4902464,18.3616169,53.2056109,43.9291759,17.6141755,35.2586802,411.7652806,35.0467397,39.4255765,1698.564083,367.0469405,808.3736575,480.5628119,322.7956028,1330.323196,444.9208193,474.8713474,413.8445502,976.8003079,1256.323878,330.8712476,668.7016131,1.0923393,31.8230762,46.8421225,99.9364736,103.8255375,57.8834757,14.8591808,44.7610171,65.5691491,119.0471208,17.39742,973.6725535,318.2285519,418.0553477,313.7700009,348.9607155,303.8158125,51.3042125,61.3677513,93.9770887,3.4015379,379.8762876,6.447979,78.7434961,49.7686793,124.951733,25.7117455,18.4771047,314.7743996
1999,October,2178.659323,190.8901845,294.7707448,241.5557459,601.096518,833.5119438,400.7732834,1664.784662,310.4064928,205.3224163,184.1726881,906.2182383,368.3329905,1355.369282,92.0041563,95.9755753,139.130129,174.8109775,110.3332491,204.1321328,64.2651488,282.8983621,183.4466504,25.0912385,170.2449836,71.1465185,45.3560955,128.2804752,178.0135006,39.7186918,12.7420342,389.920531,90.8768414,10.8574885,1345.418028,215.3203115,297.1797954,446.3827325,219.3044554,1457.695497,143.8441305,276.0883231,184.4780165,1242.124002,1151.015831,184.5493904,745.8705335,15.9376338,35.3418632,21.8703039,231.2744593,151.2484572,178.8603935,73.8757003,96.2574714,66.0542825,233.7921517,10.834637,895.3746538,303.6166758,379.55139,630.2704234,413.6224349,133.7759577,52.25418,235.4300906,184.3985579,31.4081786,160.4104277,19.6344363,213.8556567,49.1357245,63.9189442,113.8287349,22.6649499,806.9872796
1999,November,2121.985169,162.7035349,312.6773086,281.2576702,737.0086217,873.5829007,269.2073759,1325.130635,85.7463885,227.7446671,151.8637065,768.682127,252.7680794,1188.362012,86.9756269,166.2511982,118.3098087,180.8767462,130.9438027,245.8315648,43.4284617,224.370935,144.9924082,17.0483062,186.0350534,26.3094852,29.2901063,155.3720867,103.1527934,35.5922807,13.1238678,308.2302721,59.2357426,51.2853123,902.2664638,122.2017346,194.5428027,478.8008296,45.4135412,1368.319057,93.4828024,71.6763242,83.2809915,682.9586853,1099.225512,276.7407752,579.8938441,8.5387025,64.0911784,26.9396993,114.8203688,150.2922888,85.0476863,20.6100979,31.6720059,92.301713,36.9856846,28.9081562,587.080563,189.3268735,162.3140294,564.3220346,302.9202429,249.4284539,51.2938107,132.8325774,59.7157916,28.9936605,192.5413614,1.4804777,40.706303,146.1421762,94.3433034,2.9190359,1.4664806,517.9052426
1999,December,2262.978136,137.9194037,240.4085951,422.7761459,514.5706554,423.4494252,183.7781877,1263.014065,97.3973806,185.4171623,104.8870283,975.7768553,286.2126299,1295.153271,68.5386751,140.7644736,34.0887491,102.9151227,109.7911858,115.2800203,67.8871575,357.0287745,115.6718253,9.6648568,97.9658575,80.4518742,17.7979388,210.9265036,51.0862817,19.7647968,38.2740151,244.1286239,129.5026552,5.4669956,924.9438723,100.4750273,131.529256,393.6817777,100.8830039,1050.92743,91.7556554,314.2762572,367.9408184,896.4552164,744.9988054,160.4951105,788.1735177,1.2367702,13.5365005,15.8179214,142.2772746,110.5197379,70.4953813,45.9669264,90.7277261,67.6064805,76.0265359,2.7008013,811.6096801,339.4610304,60.172345,474.3076548,377.2009866,272.4428838,99.9307141,113.1647981,69.1910747,22.3361112,74.1997248,0,66.048533,7.9497149,38.2866795,7.2632259,2.2969677,415.1038328
2000,January,3223.333081,193.5252757,264.320154,767.0767753,619.4330528,1209.85127,586.0353699,3314.119516,53.4257897,386.4754896,292.5508776,3171.420564,536.1041993,2640.136645,219.6659247,391.2260141,122.5861827,242.1703052,734.062129,473.9217182,258.7194563,462.2528946,680.771257,50.6599091,344.3758511,49.6140146,43.6453737,1033.977965,517.5548337,99.7873493,181.8129769,1471.910029,69.4366134,16.8073281,1907.963629,133.7196531,506.4163498,426.6445152,413.4903204,2094.493408,224.6861717,406.6701984,177.8488235,1750.51577,706.439701,275.6847668,1499.510685,5.9077498,87.8491718,60.2072603,245.7417136,257.8988386,418.61299,196.033178,86.8522727,401.9184104,140.3177629,191.3321779,1512.733957,245.5606951,143.6195999,1338.109774,503.3922835,459.597466,182.4698248,261.6461756,174.3015747,37.9231447,167.0443252,24.0772609,36.8820228,16.9507598,283.9486868,18.4341427,15.0386953,1107.085782
2000,February,1512.576304,127.1502014,202.4676271,181.5690291,324.018802,478.7719363,249.2185581,1485.26747,138.5942948,162.1107264,149.5869173,1173.083893,130.3948091,1018.142295,70.2767443,281.2842918,41.5127121,301.1000423,266.5205291,164.5730602,57.5612777,124.2731712,165.3400783,24.7875755,133.0503971,57.5496247,70.7931659,302.112716,167.2167438,37.7946046,42.8984902,340.3857198,38.9867124,13.506142,1124.690874,35.4511498,179.9115651,208.1738335,43.7111688,885.1143894,37.5567593,234.9230094,463.5515008,739.818917,413.9363317,59.7253484,857.913881,2.0254667,16.0411021,6.3324702,38.6431917,121.7740087,117.1842026,68.5864048,99.8770533,113.6850363,236.0141512,19.2249071,811.665288,73.0412919,119.0842844,359.1421717,117.3520913,256.2845744,125.3650524,148.6813161,104.3042985,21.3039132,276.3723691,2.3861867,14.4281423,34.3727127,42.3218132,3.6967618,1.6704704,534.520316
2000,March,1865.85462,161.6069416,83.9521991,112.080693,248.7081428,463.3708803,392.2509535,1385.626937,41.8666308,94.3159241,61.4539485,1023.446898,189.3391894,2141.789899,52.8446574,153.6273797,67.1595358,169.9798555,105.0693056,192.7691962,56.7400407,127.0307305,196.0119284,39.7981726,239.9502186,23.4758197,22.4285778,207.2352805,123.7166458,43.3969459,43.0137137,414.8146395,39.9632822,30.4588837,1539.731824,129.9368719,231.5255898,259.0614256,118.6895178,1160.078529,191.4369126,209.2616465,18.331837,507.4440059,412.4504957,190.7619769,690.9738754,18.293832,21.2804174,7.2483979,175.8442829,145.2736742,131.8603813,47.1025696,46.1086972,77.7591949,72.0064938,24.0481838,1282.588845,229.5348448,314.0825668,563.3992817,270.3199514,490.2861542,95.5910849,141.0448116,123.2700608,43.5867321,169.0444445,1.1318474,78.2010971,48.6810941,55.8683082,16.5428925,2.1938171,536.501718
2000,April,2014.37099,212.4899289,385.8575363,534.6841231,508.3927756,780.2635033,300.158161,1348.245947,70.927372,123.0106551,181.9406323,1218.499515,256.6933795,1610.66348,141.4385396,230.1860412,141.1777548,170.7465383,168.2230733,306.1647398,71.0483759,393.1558919,173.4491641,34.6182009,181.6267723,63.0443305,0,546.3477266,288.6022143,99.652042,113.6534634,588.4149184,73.2942404,7.9858819,1465.538053,126.5192863,258.3869012,553.9554261,184.8513659,1448.944473,115.007809,247.8922626,241.843636,991.2081935,347.8370995,180.2387385,579.1674664,15.5366514,73.4527579,29.24051,222.8037888,182.8872521,243.9041318,42.8049423,130.1433279,192.1615868,122.6756542,32.970257,1008.976927,276.8544143,192.0390061,992.40522,299.0274947,220.8494997,131.8460157,246.633478,113.7622542,31.679522,225.3760907,33.7915724,49.356176,34.9749228,68.3315105,18.6021907,6.0107489,582.0072232
